,Total Profit,Total Wages,Total Surplus Value,Wage Share,Unemployment Rate,Price Index,Total Tax Revenue,Total Unmet Needs,Average Financial Stress,Total Worker Wealth,Average Exploitation Rate,Total Worker Debt,Average Debt per Worker,Workers in Debt,Debt to Income Ratio,Bankrupt Workers,Total Debt Payments,Gini Coefficient,Long-term Unemployed,Long-term Unemployment Rate,Employed Workers,Net Worker Wealth
0,5549.830496641636,37150.49204682978,24263.973810468204,0.6049143557342382,0.9546666666666667,0.9995236200515605,11474.314945614116,0.0,0.20320000000000002,1092017.8455358075,0.34005542048385506,800156.6741854262,533.4377827902841,682,0.017668898196766637,0,14841.844304064856,0,0,0.0,68,291861.17135038134
1,18412.415295705156,78822.91076362498,50699.66132012545,0.6085650516008699,0.9026666666666666,0.9998474895541263,24540.029753214672,0.0,0.21333333333333335,888829.6838361815,0.3423679804507123,1031352.561883732,687.5683745891547,768,0.02063096524421429,0,19095.0528075482,0,0,0.0,146,-142522.87804755048
2,35317.5797289985,120891.01769137425,76474.45556319405,0.6125236379893313,0.8506666666666667,1.001224386910554,39430.19144530624,0.0,0.2208,737730.5508110059,0.34023689541179847,1278347.723719438,852.2318158129588,848,0.023654254615249382,0,23672.65612508252,0,0,0.0,224,-540617.1729084323
3,52032.31705112054,155267.8354271744,99630.9468154401,0.6091352577721982,0.8086666666666666,1.000809915756816,52048.68742071033,0.0,0.22813333333333333,636009.2246100202,0.3416900133921297,1538406.0051906651,1025.6040034604434,918,0.025771655904110465,0,28564.729381387137,0,0,0.0,287,-902396.7805806451
4,65639.4009400594,193830.69374807496,125459.23792270003,0.6070679796691395,0.7586666666666667,1.001922671447354,65012.113868242675,0.0,0.23359999999999997,576929.3532883449,0.3436475832778825,1812756.827930235,1208.5045519534901,976,0.03223464794225597,0,33681.60688673536,0,0,0.0,362,-1235827.4746418903
5,83396.3118107324,229192.02212599322,150673.1208250074,0.6033510217481498,0.7126666666666667,1.002115815556365,78363.7236433091,0.0,0.23906666666666665,558749.1034375505,0.34727465731276275,2095755.3206698569,1397.1702137799045,1044,0.038337305740894646,0,39030.118936094965,0,0,0.0,431,-1537006.2172323063
6,91533.07535643979,258886.49857410925,171421.25594785134,0.601631032333388,0.674,1.0016144771152318,88646.3472635782,0.0,0.2428,576072.0585631981,0.34965598935454306,2385683.1204037615,1590.4554136025076,1112,0.0408505306084969,0,44820.488379510956,0,0,0.0,489,-1809611.0618405635
7,102655.1570671071,280989.23994996125,188317.59305974364,0.5987324713513187,0.6426666666666667,1.0011551919840418,98272.34674891512,490.77340564445655,0.24446666666666667,629253.9617899708,0.3517638023794383,2688279.7144451006,1792.1864762967336,1170,0.04694721347783073,0,50792.86674453192,0,0,0.0,536,-2059025.7526551299
8,113025.00223926903,301105.4440685228,202351.73637321882,0.5980755777568371,0.618,1.0012686117997145,106269.07306415883,1295.9455928096843,0.2454519015906936,700876.3592673736,0.3521493836597222,2994032.203247101,1996.0214688314006,1198,0.05158540171078152,0,56859.57296747416,0,0,0.0,573,-2293155.8439797275
9,113142.3596038741,312643.73755221744,210816.15633062384,0.5972639761054781,0.6006666666666667,1.001540457351554,110245.7442200805,4810.739406314019,0.2476,788684.8646186093,0.3527866911012926,3299898.704725031,2199.932469816687,1221,0.05511987679956514,1,62539.837462038195,0,0,0.0,599,-2511213.8401064216
10,115117.21537246571,318143.41620627063,214343.7318513736,0.597466844724354,0.5933333333333334,1.002883518983618,112733.03345613385,10119.573865419039,0.24532842159043172,886506.7604551252,0.353161124857208,3609311.833100096,2406.2078887333973,1231,0.056664573573813354,3,68329.98708778922,0,0,0.0,610,-2722805.0726449704
11,121148.09261315978,324094.4776343997,220239.86716159663,0.5953959744279276,0.5846666666666667,1.0032464192481556,116526.47642624985,19334.489763267997,0.24792094399524708,988671.8232123181,0.3552042131601447,3920586.050007228,2613.724033338152,1240,0.05854213548811514,10,74167.27571782407,0,0,0.0,623,-2931914.2267949097
12,121961.35793641888,331152.7237011026,224008.05543665626,0.5964987732300332,0.576,1.0036514485301473,119422.70115622535,35562.389935337604,0.2531927677532582,1094910.9086156967,0.3546697682548707,4230122.5887298575,2820.081725819905,1241,0.06101978561283033,14,80225.48405675616,0,828,0.552,636,-3135211.680114161
13,123554.42679019606,335285.9488710258,225501.24860163828,0.5978844566746186,0.572,1.0035367647097413,122165.80479737566,58350.8745203791,0.2574532523024602,1203404.7947426566,0.35381140533137284,4535375.62059095,3023.5837470606334,1239,0.06205093618325115,25,86243.0137308957,0,816,0.544,642,-3331970.8258482935
14,122692.20329289943,336294.80789896427,226081.25750520872,0.597989190128981,0.5706666666666667,1.0042703203958765,122821.67452271706,86172.77068719758,0.2640134153229956,1314942.3389654264,0.3536604443927608,4840357.873544186,3226.9052490294575,1234,0.0624823326331908,37,92238.37916081054,0,807,0.538,644,-3525415.53457876
15,124029.99914524563,336230.1198598773,226005.62008138167,0.5980233840968663,0.5706666666666667,1.005476504373028,124419.85318391351,125627.84335955846,0.2709328538501284,1426757.9233734016,0.3537332770219692,5141223.282446498,3427.4821882976653,1229,0.063043407755625,49,98227.8693879765,0,802,0.5346666666666666,644,-3714465.359073096
16,126829.99492474219,334327.59032224276,225521.43052735878,0.5971745557666285,0.5726666666666667,1.0063570146113265,124957.05734939032,171008.10827967987,0.2765888693748839,1539193.7281735346,0.3544091798744725,5443864.304259247,3629.242869506165,1219,0.06287959242457218,71,104185.80282780476,0,797,0.5313333333333333,641,-3904670.5760857128
17,127324.33652039005,334580.54555269337,225774.15412125108,0.5970870695782099,0.5726666666666667,1.006039401987454,126149.59227073996,228014.91318157743,0.28800560252115626,1652590.9503044686,0.35452134154560194,5744744.745133444,3829.8298300889624,1214,0.06333037380498593,85,110120.72370028823,0,791,0.5273333333333333,641,-4092153.7948289746
18,123619.71575404343,335498.9437228585,226058.69039262235,0.5974434739032775,0.5713333333333334,1.0073896501229662,126507.85050308521,299904.33828555304,0.30051171612583594,1766348.708998424,0.35424767118926076,6037898.881453144,4025.265920968763,1211,0.0647769344591122,101,116110.74097625213,0,787,0.5246666666666666,643,-4271550.17245472
19,121017.81670324026,335227.258049592,226016.89349139127,0.5972930980735806,0.5713333333333334,1.0084772619919407,126864.77154051184,387777.4740446727,0.3175610592923685,1880267.4788280588,0.354285793287076,6321227.174309497,4214.151449539664,1209,0.06483515410324389,129,121997.3354912169,0,784,0.5226666666666666,643,-4440959.695481438
20,119354.06092644008,334364.61197985866,226004.0124285595,0.5966868904069135,0.572,1.008928987014306,127030.07303218139,488771.3505968866,0.33363412783021323,1995034.682751906,0.35457703345710856,6594578.370433422,4396.3855802889475,1207,0.06545690769639069,154,127715.55363010456,0,785,0.5233333333333333,642,-4599543.687681517
21,116272.77229079288,334301.0311859805,226021.672999616,0.5966223190471495,0.5726666666666667,1.010029884312705,127009.27279654254,611050.4139061786,0.3496616313052134,2109442.4138826258,0.35481833125523493,6856763.0051955115,4571.175336797008,1205,0.06620059710894419,197,133239.4532650043,0,784,0.5226666666666666,641,-4747320.591312886
22,115709.87231760156,332504.8760937449,225920.12794404515,0.5954333593401263,0.5746666666666667,1.0098995873513832,127598.40775822297,746123.0487326602,0.3633760411824463,2224286.3300994984,0.3558112511574222,7108634.601988013,4739.089734658675,1202,0.06644116393683151,235,138546.67610890436,0,783,0.522,638,-4884348.271888515
23,114774.04646256866,331978.5273654771,225709.81040195536,0.5952760796370087,0.5753333333333334,1.009554812662759,128336.09731391557,903549.9300540572,0.3797988999717447,2339009.556676229,0.3560302118857672,7351499.922691731,4900.9999484611535,1196,0.06761938903957289,264,143621.9818183026,0,784,0.5226666666666666,637,-5012490.366015502
24,111223.6797442372,330773.1989532647,225560.55138675234,0.5945589293317267,0.5766666666666667,1.0099274297885514,127819.30708991039,1076188.5557189262,0.39782126896601183,2453129.436469003,0.35655170931211944,7579988.304573088,5053.325536382059,1193,0.0678916261498188,294,148448.06885585035,0,786,0.524,635,-5126858.868104084
25,112477.09996666304,328523.8682150332,224749.5231962496,0.5937821578172026,0.5793333333333334,1.010071817934053,128551.94953014549,1266600.0251217058,0.41058398648464095,2566672.1532177655,0.35720173120083953,7796754.895767229,5197.836597178152,1190,0.06742180147583962,329,153047.27224977815,0,788,0.5253333333333333,631,-5230082.742549463
26,112932.36990658715,329822.00868343597,225057.3074022276,0.5944031415878498,0.5786666666666667,1.0096171122607784,129473.26449971704,1477234.3748446738,0.4268717137140875,2680799.3417160674,0.35677021975382445,8001583.280327004,5334.388853551336,1183,0.06869812534752023,366,157423.40877136236,0,789,0.526,632,-5320783.9386109365
27,113989.13631930856,329641.46731742244,225213.93627150767,0.5941033739335094,0.5793333333333334,1.0104581512317474,130056.99079112409,1711240.8351404855,0.4459458642216105,2796555.400549653,0.3571286929697612,8190570.284453384,5460.380189635589,1179,0.06875706316019956,404,161475.95161278415,0,794,0.5293333333333333,631,-5394014.883903731
28,113376.43881948061,330173.0267557267,225514.38228819397,0.5941704299613352,0.578,1.0113312920830333,131014.28523493148,1960852.0463086248,0.4655649404026812,2912765.4923437177,0.35697847014305856,8362851.440874839,5575.234293916559,1175,0.07134965678243173,435,165264.01980628344,0,794,0.5293333333333333,633,-5450085.948531122
29,118085.05283217518,331748.9706077346,225896.4383332918,0.5949102517273994,0.576,1.0124564204614224,132979.1485638799,2226158.522454296,0.47837036820495343,3029260.195232584,0.35654443474869446,8523722.717312656,5682.481811541771,1172,0.0727448690021185,479,168718.74595150872,0,796,0.5306666666666666,636,-5494462.522080072
30,119519.38538086886,332295.0187163834,225910.33047881952,0.595291713337166,0.5753333333333334,1.011917752420353,133965.18548284113,2510661.8592154565,0.49817540004395877,3146316.590191399,0.3561913886818455,8666673.572883772,5777.782381922514,1168,0.07394733981763645,507,171965.7422329443,0,795,0.53,637,-5520356.982692372
31,116217.39040489464,332943.8842680407,226293.62761838757,0.5953532751137337,0.5746666666666667,1.012729689734017,133936.2568114345,2797765.5166305513,0.5126100975382395,3264006.9691119427,0.3563623327473277,8793940.143443644,5862.626762295763,1164,0.07400318243715114,535,174832.24839429208,0,794,0.5293333333333333,638,-5529933.174331701
32,116972.30434684092,332482.49954276363,225948.63411948626,0.5953867531745742,0.5753333333333334,1.0130969002364485,134793.06943555526,3108930.7037102785,0.530368494754912,3382818.336610683,0.35649812572477074,8906527.965651745,5937.685310434496,1155,0.07343645205211359,580,177380.28951964737,0,794,0.5293333333333333,637,-5523709.629041063
33,111883.22975777011,331885.45419842075,225651.3239342642,0.5952709618726484,0.576,1.0141658776611688,133975.11012650948,3436077.560149975,0.5402643542234913,3502254.3985045743,0.3566401616513788,9006975.458279021,6004.650305519347,1151,0.0732422112568296,615,179530.46873654082,0,798,0.532,636,-5504721.059774447
34,112025.49222863052,332213.5657889988,226038.49906149603,0.595095991051943,0.5753333333333334,1.0139678985308187,134167.38045907504,3792669.693272995,0.5556869014703503,3622245.5803548377,0.35667725345057094,9094347.10997105,6062.898073314033,1145,0.07335497660165449,646,181533.95829507065,0,803,0.5353333333333333,637,-5472101.529616213
35,110460.32380853598,330790.0640700402,225562.10096497837,0.5945695637748065,0.576,1.0133666214981438,133782.85515891327,4159158.2022067304,0.5658179772617308,3742903.846768479,0.35690936218274955,9168985.430376636,6112.656953584424,1139,0.07470607358124347,674,183233.6517781047,0,806,0.5373333333333333,636,-5426081.583608158
36,112018.11186273303,330341.8428986499,225502.53021120792,0.5943063542236502,0.5766666666666667,1.0130836659310256,134842.36036406094,4547177.574293958,0.5741493745389601,3862995.2612397918,0.3573017127945605,9236029.077878326,6157.352718585551,1135,0.07515684997696057,709,184669.62683174358,0,809,0.5393333333333333,635,-5373033.816638534
37,114077.14778474122,327888.33753099566,224793.76355319994,0.5932675165122548,0.5793333333333334,1.013121677320128,135038.99822982796,4930964.2631433895,0.584677009417179,3982884.7145750085,0.35813509673689264,9292818.93048725,6195.212620324834,1130,0.07497221604906322,728,185989.7400853319,0,815,0.5433333333333333,631,-5309934.215912243
38,107369.84568386049,327837.7566940925,224893.53828852836,0.5931232041138551,0.5793333333333334,1.0126302732466375,133976.1638632457,5339927.442200877,0.5932,4101483.3503657333,0.35837535012274785,9343206.870487055,6228.804580324703,1129,0.07621152410260845,748,187075.32429206863,0,817,0.5446666666666666,631,-5241723.520121322
39,106857.13887480879,327241.6363557491,224588.18463587094,0.5930118741457405,0.5806666666666667,1.013334379094835,134930.3531472569,5725341.879329372,0.5987943876468459,4219619.784685708,0.35869659206747695,9388111.272752069,6258.740848501379,1129,0.07649002901422301,766,188110.74013307426,0,816,0.544,629,-5168491.488066362
40,106019.94037254227,326156.39771424665,224202.69246091423,0.5926247127315404,0.582,1.0141357073558643,134926.51248455007,6117278.948620374,0.6059540408684437,4337639.680737944,0.35909591814531894,9426756.612036588,6284.5044080243915,1125,0.07705799322911534,774,189056.63163113518,0,818,0.5453333333333333,627,-5089116.931298644
41,102560.20007522251,323619.5325397594,223463.85422424835,0.5915360260781549,0.5846666666666667,1.013857111659927,134700.9992824686,6543569.933907186,0.6130204188623674,4454991.272296133,0.3598792309805337,9457886.506764898,6305.257671176599,1123,0.07677203169932376,792,189802.70141397908,0,820,0.5466666666666666,623,-5002895.234468765
42,101744.74569958018,323594.1934179832,223354.14545248117,0.5916357550079718,0.5853333333333334,1.0151748701613255,135067.41899158692,6967960.382753613,0.6187868864191851,4570844.17572145,0.35998391339122965,9484316.764060024,6322.877842706683,1122,0.07653175190004417,806,190436.78195082088,0,820,0.5466666666666666,622,-4913472.588338575
43,101190.2219022013,322224.91317384224,222704.50936248133,0.5913149480424019,0.5866666666666667,1.0155887231247396,135284.26504952981,7392701.8834921485,0.6213724356615725,4686990.323838171,0.3600714076526501,9506944.866822157,6337.963244548105,1121,0.07671440410433392,819,190997.9453944456,0,822,0.548,620,-4819954.542983986
44,102491.35541551077,321067.48481456464,222454.31302309377,0.5907168509007297,0.588,1.0165525541296736,135711.2160270338,7825340.846891662,0.6268666666666667,4802756.0932409195,0.36050402539577686,9526230.389852373,6350.820259901582,1115,0.07797930596662375,831,191485.71260137061,0,823,0.5486666666666666,618,-4723474.296611453
45,102623.51829688955,318561.6291250829,221569.7905450528,0.5897854068915895,0.5906666666666667,1.0160910985690554,136231.79140551362,8275228.926217505,0.6281153134842055,4918320.443410963,0.3610414289703462,9544756.073814768,6363.170715876512,1113,0.07723128680387911,842,191800.45886276572,0,829,0.5526666666666666,614,-4626435.6304038055
46,101756.32073708253,318017.3031751053,221281.2556229849,0.5896869145800349,0.5913333333333334,1.0156413267548416,135979.81648117636,8728785.339608556,0.6319183052848527,5032534.85561758,0.3610233994049725,9561487.053821946,6374.324702547964,1109,0.07830939525080044,849,192175.28274209914,0,826,0.5506666666666666,613,-4528952.198204366
47,97481.99815385087,317048.2687271385,221131.14206904508,0.5891125939918376,0.5926666666666667,1.0155427409885573,135030.40961363603,9127579.038844671,0.6321246125912292,5145711.669882264,0.36143939745631537,9576177.640287831,6384.118426858554,1107,0.07810289055920956,851,192473.82487278746,0,828,0.552,611,-4430465.970405567
48,96544.45363394404,315428.4406737859,220143.49777633403,0.588956250371514,0.5946666666666667,1.0166771441128999,135789.23894785912,9551897.311244115,0.6331210858879956,5257865.976194483,0.3612554969368194,9590586.84260902,6393.724561739346,1104,0.0775815687871046,855,192769.24039825096,0,828,0.552,608,-4332720.866414537
49,96838.86143976,313526.85352308437,219552.6526075714,0.5881427627912601,0.596,1.0163371357596436,136647.13668382692,9970799.714797711,0.638236414044487,5370599.631788231,0.3616675248312052,9603710.171902828,6402.473447935218,1102,0.0789075631127336,856,193038.49616460962,0,827,0.5513333333333333,606,-4233110.540114596
50,99770.3632426887,312588.598706269,219141.05886464534,0.5878712880794701,0.5973333333333334,1.0164175868477328,138307.15587445765,10409677.079738332,0.6426515203377487,5483875.054641507,0.3617875501087095,9614731.949434692,6409.821299623128,1102,0.08063318118722869,863,193293.1774386963,0,823,0.5486666666666666,604,-4130856.894793185
51,97495.26195139233,313686.2520922721,219881.8266390883,0.5879029585842337,0.5966666666666667,1.0160565389433085,138904.34303911112,10798913.41116525,0.6438666666666666,5595427.042280049,0.36190892031118527,9624954.250463562,6416.636166975708,1102,0.08204750708812837,873,193538.29585915955,0,817,0.5446666666666666,605,-4029527.208183513
52,96583.19561297065,314300.24937488866,220302.4709340228,0.5879136739021368,0.596,1.0156310031092979,139427.55852510442,11192944.661939863,0.6438666666666666,5706195.035486463,0.36197194763083645,9634379.790200032,6422.919860133355,1101,0.08242711205491357,873,193761.79632143787,0,814,0.5426666666666666,606,-3928184.754713569
53,94067.8507814079,315369.67106611683,220814.5258028434,0.5881741254362091,0.5946666666666667,1.0166976175883726,140197.76315305982,11592807.802402146,0.6430937490079396,5817223.420426401,0.3618630515588526,9642977.753016587,6428.651835344392,1097,0.0840402770534042,870,193941.9051818632,0,809,0.5393333333333333,608,-3825754.332590185
54,93410.11161386022,315465.0512885855,220536.54456273356,0.5885524478477336,0.5946666666666667,1.0165571264041668,140437.94761545354,11971586.469055502,0.6442503324909514,5928764.532935085,0.36148918807613506,9651289.830281366,6434.193220187577,1096,0.08432435758247862,874,194051.43167796396,0,810,0.54,608,-3722525.2973462804
55,94784.32896765451,318004.5526924601,221519.5365302759,0.5894167823916678,0.592,1.0179449623052923,141889.209269531,12370268.348229293,0.645338339998534,6040949.494155101,0.3608197835903732,9659132.491430806,6439.421660953871,1093,0.08664133655648315,879,194217.23659997567,0,804,0.536,612,-3618182.997275706
56,91452.56680829418,317055.9764557312,220748.57009943092,0.5895375531623755,0.5926666666666667,1.0188629161079243,142018.82220319298,12742019.418310467,0.6458380107409089,6154900.088274068,0.36057626212435184,9666908.688440802,6444.605792293868,1089,0.08667706876362335,876,194338.719221425,0,803,0.5353333333333333,611,-3512008.6001667324
57,93004.13718844537,315305.2167453947,219925.65452062228,0.5891013274319966,0.5953333333333334,1.0199442240905938,142827.22517851542,13159379.80518823,0.6488,6269146.366888031,0.36087012365717674,9674135.059366012,6449.4233729106745,1087,0.08651986608523426,882,194431.40180897547,0,802,0.5346666666666666,607,-3404988.6924779797
58,96776.98883024065,315835.9249133766,220632.25268967974,0.5887318914693762,0.5946666666666667,1.0212447325163336,144240.13222831846,13592949.747564133,0.6500666666666667,6383194.907243051,0.36140857964709416,9680768.329183847,6453.845552789231,1086,0.08951165649455158,888,194552.8372278229,0,797,0.5313333333333333,608,-3297573.421940795
59,94854.49846647965,316806.591892482,221151.01798553893,0.5889062373600705,0.5933333333333334,1.0223524849902976,144978.97618033786,14019429.545284249,0.6506666666666666,6496262.636460208,0.36115296072138275,9687569.376707055,6458.3795844713695,1085,0.08883951619506425,893,194682.493355367,0,799,0.5326666666666666,610,-3191306.740246847
60,91765.93806444647,312481.4104575811,219204.2224668645,0.5877183642123837,0.5986666666666667,1.0223848323822444,144336.69017148117,14395034.040909093,0.6498666666666666,6610314.929374877,0.3621850927442099,9694380.362808695,6462.9202418724635,1086,0.08818181902358974,889,194810.38948118052,0,801,0.534,602,-3084065.433433818
61,91980.87192372401,311711.0211833968,219204.8722010193,0.5871194007705071,0.5986666666666667,1.0236277122344002,144335.4326040217,14825583.699677678,0.6519850838091247,6721989.142195651,0.36246254226612473,9701673.335325196,6467.782223550131,1086,0.09192317476476933,893,194977.31002971914,0,799,0.5326666666666666,602,-2979684.193129544
62,94273.06425897489,309889.06758635014,219159.0930528563,0.5857483129927832,0.6006666666666667,1.0240430153426103,144738.81021117384,15261471.406093473,0.6530666666666667,6833193.233189157,0.3636824514004894,9709436.301725622,6472.9575344837485,1084,0.09026862728304719,894,195134.70112535957,0,801,0.534,599,-2876243.0685364655
63,83278.74375185554,309217.47470885894,219153.33593610013,0.5852281550742947,0.6013333333333334,1.0249757144417855,142383.4004662385,15704632.221455507,0.6525444443446058,6943446.318403524,0.36414287885196656,9718029.200318731,6478.686133545821,1082,0.09007161184846833,899,195262.18800394487,0,809,0.5393333333333333,598,-2774582.881915207
64,83729.83618077624,307014.61326593993,218080.45577014226,0.5846838627327565,0.604,1.0254881689019635,142393.68842814592,16175141.316738226,0.6536525787874847,7054145.7984684585,0.36452038473182663,9726678.44642311,6484.452297615407,1082,0.08937879894525422,902,195407.315151547,0,817,0.5446666666666666,594,-2672532.6479546507
65,85431.74316454466,305079.97282408347,217407.27603797102,0.5838993649864741,0.606,1.0267079847912053,142773.59230911089,16647426.86379424,0.6566666666666666,7164433.27854769,0.365008502610993,9735343.006127471,6490.228670751648,1083,0.09039062888921524,905,195591.67798647852,0,823,0.5486666666666666,591,-2570909.72757978
66,83332.64440167064,304855.220485664,217308.72965135757,0.5838304624546881,0.6066666666666667,1.0275596218082153,142645.6055666731,17118448.848843936,0.6581333333333333,7274005.2501586145,0.36523198522776185,9744420.020034524,6496.280013356349,1086,0.09099860260355278,904,195796.67955271452,0,824,0.5493333333333333,590,-2470414.769875909
67,84544.03558031007,304238.7946321076,217282.16853307467,0.5833682941250158,0.6066666666666667,1.0279384715931692,143164.952039091,17539732.318215407,0.6585333333333333,7384245.472806268,0.36554677935234015,9755044.399148678,6503.362932765785,1083,0.09249212732304359,907,196041.55276198432,0,826,0.5506666666666666,590,-2370798.9263424096
